AMS,9
52,19,81,22,29,15,42,31,76
61,10,67,23,54,79,25,33,16
57,9,71,24,38,1,51,47,75
26,78,7,69,66,77,13,27,12
39,21,74,20,37,17,49,55,64
8,65,4,62,50,34,73,41,40
56,68,2,63,14,72,35,44,6
53,30,60,32,36,3,46,43,58
11,70,5,59,48,80,28,45,18
