name,value,comments
cite,antimagicsquares.net (dead domain) via Wikipedia
*type,antimagic
keywords,antimagic
*magic_start,29
*magic_stop,39
*magic_step,1
order,4
name,order 4 antimagic square (antimagic-4-001)
