AMS,7
14,3,34,21,47,29,22
43,16,13,25,6,26,44
30,48,24,8,12,9,45
10,5,11,38,49,46,19
4,41,37,36,33,27,1
39,17,40,20,7,35,23
31,42,18,32,28,2,15
